Date,High,Low,Open,Close,Volume,Adj Close
2017-01-02,506.4750061035156,499.67498779296875,505.54998779296875,500.54998779296875,2335222.0,445.66827392578125
2017-01-03,502.45001220703125,491.0,502.04998779296875,496.92498779296875,6778482.0,442.4407043457031
2017-01-04,502.1000061035156,496.125,497.5249938964844,498.875,7073586.0,444.1768798828125
2017-01-05,504.75,494.375,500.79998779296875,498.07501220703125,8207074.0,443.4646301269531
2017-01-06,499.42498779296875,484.0249938964844,497.45001220703125,486.125,14393448.0,432.8248291015625
2017-01-09,488.4750061035156,482.5,486.125,485.17498779296875,10545692.0,431.97900390625
2017-01-10,490.5,483.9750061035156,488.5,485.2749938964844,11939854.0,432.06805419921875
2017-01-11,489.2250061035156,481.9750061035156,487.1000061035156,484.54998779296875,12241574.0,431.42254638671875
2017-01-12,502.20001220703125,488.7749938964844,488.7749938964844,500.0249938964844,11855740.0,445.2008056640625
2017-01-13,520.0,481.3500061035156,515.0,487.8999938964844,31276246.0,434.4052429199219
2017-01-16,482.7250061035156,476.2250061035156,482.5,477.82501220703125,12351372.0,425.4349060058594
2017-01-17,482.0,476.20001220703125,478.125,477.70001220703125,5560094.0,425.3236389160156
2017-01-18,480.5,474.8999938964844,479.04998779296875,475.3999938964844,5952962.0,423.2757873535156
2017-01-19,479.79998779296875,474.04998779296875,475.5,479.04998779296875,8876480.0,426.5255432128906
2017-01-20,476.57501220703125,473.0,475.0,474.3500061035156,9124742.0,422.34088134765625
2017-01-23,479.0,470.0,472.5,476.3500061035156,7948580.0,424.12164306640625
2017-01-24,475.0,470.04998779296875,475.0,472.7749938964844,6826010.0,420.9385986328125
2017-01-25,473.3999938964844,467.3999938964844,473.04998779296875,468.29998779296875,9978090.0,416.9541931152344
2017-01-27,473.7749938964844,450.57501220703125,466.92498779296875,471.07501220703125,10635138.0,419.42498779296875
2017-01-30,475.75,464.42498779296875,468.75,474.67498779296875,11369208.0,422.6302490234375
2017-01-31,470.75,452.17498779296875,470.75,464.29998779296875,24068534.0,413.3927917480469
2017-02-01,461.6000061035156,452.57501220703125,460.54998779296875,458.375,11531782.0,408.1174621582031
2017-02-02,472.5,455.04998779296875,458.5,467.95001220703125,11828268.0,416.64263916015625
2017-02-03,470.45001220703125,460.5249938964844,466.8999938964844,468.04998779296875,8423958.0,416.7316589355469
2017-02-06,471.875,465.2749938964844,468.625,467.625,6727934.0,416.353271484375
2017-02-07,474.8999938964844,464.2749938964844,466.5,471.125,9268002.0,419.4695129394531
2017-02-08,472.04998779296875,466.2250061035156,468.0,468.25,6319962.0,416.90972900390625
2017-02-09,475.0,468.2749938964844,468.5,473.0,11907266.0,421.138916015625
2017-02-10,486.0,471.6499938964844,473.125,484.1499938964844,12252452.0,431.06640625
2017-02-13,493.04998779296875,481.42498779296875,486.42498779296875,492.17498779296875,13724268.0,438.21148681640625
2017-02-14,494.5,486.17498779296875,490.0,493.8500061035156,9338818.0,439.702880859375
2017-02-15,499.3999938964844,484.3999938964844,494.6000061035156,490.8999938964844,7259486.0,437.0762939453125
2017-02-16,506.95001220703125,495.0249938964844,495.5,506.04998779296875,12815858.0,450.5652160644531
2017-02-17,506.875,496.3500061035156,506.875,500.04998779296875,4851208.0,445.22308349609375
2017-02-20,515.5,496.75,498.25,505.125,4650662.0,449.74163818359375
2017-02-21,512.25,500.0249938964844,511.04998779296875,506.79998779296875,7613996.0,451.2330017089844
2017-02-22,507.5,493.20001220703125,507.5,495.07501220703125,6607838.0,440.7935791015625
2017-02-23,510.0,496.67498779296875,499.45001220703125,504.42498779296875,9542656.0,449.118408203125
2017-02-27,511.5,503.4750061035156,503.6499938964844,506.20001220703125,5328696.0,450.69879150390625
2017-02-28,511.3500061035156,504.625,505.92498779296875,506.20001220703125,5940132.0,450.69879150390625
2017-03-01,513.5,505.04998779296875,506.0,512.5750122070312,4282448.0,456.37481689453125
2017-03-02,514.0,508.25,512.2000122070312,511.6499938964844,2948498.0,455.55120849609375
2017-03-03,517.1500244140625,500.20001220703125,505.125,515.5999755859375,5401612.0,459.068115234375
2017-03-06,517.9749755859375,509.8500061035156,510.0249938964844,516.9500122070312,5286386.0,460.2701110839844
2017-03-07,512.9000244140625,507.3500061035156,511.0,509.8999938964844,4644496.0,453.99310302734375
2017-03-08,508.45001220703125,502.2250061035156,508.45001220703125,503.8999938964844,6179176.0,448.6509704589844
2017-03-09,506.5,499.5,503.8999938964844,505.7749938964844,3480630.0,450.3204040527344
2017-03-10,513.8250122070312,506.70001220703125,507.5,510.92498779296875,4550324.0,454.90570068359375
2017-03-14,520.9500122070312,511.3999938964844,511.3999938964844,517.4000244140625,7878396.0,460.67083740234375
2017-03-15,517.4500122070312,503.75,517.4500122070312,505.9750061035156,6373978.0,450.49847412109375
2017-03-16,515.8499755859375,506.6499938964844,506.6499938964844,514.4249877929688,6702956.0,458.02197265625
2017-03-17,521.4500122070312,509.625,517.7000122070312,520.1500244140625,9507846.0,463.1192626953125
2017-03-20,513.2750244140625,507.54998779296875,513.2750244140625,510.75,4427388.0,454.7499084472656
2017-03-21,517.4749755859375,509.3999938964844,510.45001220703125,516.4249877929688,4869584.0,459.80267333984375
2017-03-22,519.9749755859375,510.20001220703125,511.2250061035156,513.8499755859375,3990852.0,457.5099792480469
2017-03-23,521.5,513.2999877929688,514.125,520.2249755859375,4501662.0,463.1860046386719
2017-03-24,522.0,513.8499755859375,519.0,515.7000122070312,4883896.0,459.1571960449219
2017-03-27,520.9249877929688,512.25,513.5999755859375,514.4249877929688,7684824.0,458.02197265625
2017-03-28,519.5,515.0250244140625,515.75,517.5750122070312,4796796.0,460.82659912109375
2017-03-29,520.75,512.9249877929688,517.1500244140625,515.9249877929688,6981186.0,459.3574523925781
2017-03-30,517.9500122070312,510.125,517.0,512.75,12157180.0,456.5306091308594
2017-03-31,514.6500244140625,504.0,511.625,511.125,14153854.0,455.08380126953125
2017-04-03,516.2249755859375,503.04998779296875,516.0750122070312,504.3999938964844,4315600.0,449.09613037109375
2017-04-05,502.70001220703125,495.5,502.5,497.9750061035156,7398338.0,443.3756103515625
2017-04-06,502.8999938964844,496.0,499.07501220703125,499.79998779296875,5379008.0,445.0004577636719
2017-04-07,500.45001220703125,489.5,500.45001220703125,490.7749938964844,6404508.0,436.96502685546875
2017-04-10,494.75,475.04998779296875,492.45001220703125,476.70001220703125,9528472.0,424.4332580566406
2017-04-11,485.8500061035156,478.0249938964844,478.0249938964844,483.57501220703125,8655466.0,430.554443359375
2017-04-12,488.45001220703125,480.17498779296875,485.0,484.42498779296875,6696752.0,431.31121826171875
2017-04-13,495.0,463.32501220703125,485.0,465.70001220703125,30973188.0,414.6393127441406
2017-04-17,466.04998779296875,461.75,465.0,462.45001220703125,7213434.0,411.7456970214844
2017-04-18,467.0,459.54998779296875,462.375,461.32501220703125,4647518.0,410.7440490722656
2017-04-19,465.0,456.32501220703125,461.5,459.6000061035156,10071702.0,409.2081298828125
2017-04-20,464.8500061035156,459.2749938964844,460.75,463.6499938964844,4549000.0,412.8140869140625
2017-04-21,467.3999938964844,460.54998779296875,467.3999938964844,461.8500061035156,3577466.0,411.2114562988281
2017-04-24,464.25,456.5,458.75,463.2749938964844,5556666.0,412.4801940917969
2017-04-25,466.5,460.2749938964844,462.95001220703125,464.67498779296875,4737060.0,413.7266845703125
2017-04-26,467.7749938964844,455.1000061035156,464.9750061035156,457.125,9084496.0,407.0044860839844
2017-04-27,464.5,458.0,458.0,462.625,7797208.0,411.9014587402344
2017-04-28,463.70001220703125,457.79998779296875,463.42498779296875,459.4750061035156,5029702.0,409.09686279296875
2017-05-02,463.20001220703125,457.54998779296875,462.0,461.29998779296875,3231126.0,410.7217102050781
2017-05-03,469.54998779296875,458.82501220703125,463.25,467.1499938964844,4659448.0,415.9303283691406
2017-05-04,469.82501220703125,464.45001220703125,468.5,468.82501220703125,5279806.0,417.42169189453125
2017-05-05,468.67498779296875,460.0,468.0,465.75,4432788.0,414.6838684082031
2017-05-08,474.2749938964844,466.0,469.0,472.75,4707098.0,420.9163513183594
2017-05-09,475.9750061035156,471.04998779296875,475.29998779296875,473.32501220703125,5649372.0,421.42828369140625
2017-05-10,475.0,468.57501220703125,473.57501220703125,471.82501220703125,3364302.0,420.0927429199219
2017-05-11,474.92498779296875,468.7749938964844,473.42498779296875,472.04998779296875,3229482.0,420.2930908203125
2017-05-12,483.0,475.7250061035156,476.5,482.125,10979996.0,429.263427734375
2017-05-15,481.75,474.54998779296875,481.75,475.7749938964844,7297164.0,423.6096496582031
2017-05-16,480.07501220703125,473.4750061035156,476.54998779296875,477.5,6130168.0,425.1455383300781
2017-05-17,479.2250061035156,471.92498779296875,475.79998779296875,476.3999938964844,2915508.0,424.1661071777344
2017-05-18,486.95001220703125,471.42498779296875,471.5,480.875,8057848.0,428.1505432128906
2017-05-19,481.3500061035156,473.92498779296875,480.75,478.9750061035156,4257396.0,426.45880126953125
2017-05-22,483.45001220703125,478.2749938964844,479.20001220703125,480.7250061035156,5503052.0,428.01690673828125
